##;ENG;FRA;ITA;SPA;GER;POL;;;;;X
PROV0;(Embarked);(Embarked);(Embarked);(Embarcado/s);(Embarked);(Embarked);;(транзит);;;x
PROV924;Bangazi;Bangazi;Bangazi;Bangazi;Bangazi;Bangazi;;Бенгази;;;X
PROV925;Igdabiya;Igdabiya;Igdabiya;Igdabiya;Igdabiya;Igdabiya;;Аджедабия;;;X
PROV926;Galu;Galu;Galu;Galu;Galu;Galu;;Джагбуб;;;X
PROV927;Maradah;Maradah;Maradah;Maradah;Maradah;Maradah;;Ауджила;;;X
PROV928;Hun;Hun;Hun;Hun;Hun;Hun;;Сокна;;;X
PROV929;Surt;Surt;Surt;Surt;Surt;Surt;;Сирт;;;X
PROV930;Misrata;Misrata;Misrata;Misrata;Misrata;Misrata;;Хомс;;;X
PROV931;Garyan;Garyan;Garyan;Garyan;Garyan;Garyan;;Гадамес;;;X
PROV932;Tarabulus;Tarabulus;Tarabulus;Tarabulus;Tarabulus;Tarabulus;;Триполи;;;X
PROV933;az-Zawiya;az-Zawiya;az-Zawiya;az-Zawiya;az-Zawiya;az-Zawiya;;Зувара;;;X
PROV934;Qafsa;Qafsa;Qafsa;Qafsa;Qafsa;Qafsa;;Гафса;;;X
PROV935;Tatawin;Tatawin;Tatawin;Tatawin;Tatawin;Tatawin;;Габес;;;X
PROV936;Qabis;Qabis;Qabis;Qabis;Qabis;Qabis;;Сфакс;;;X
PROV937;al-Qasrain;al-Qasrain;al-Qasrain;al-Qasrain;al-Qasrain;al-Qasrain;;Кассерин;;;X
PROV938;Susa;Susa;Susa;Susa;Susa;Susa;;Сус;;;X
PROV939;Tunis;Tunis;Tunis;Tunis;Tunis;Tunis;;Тунис;;;X
PROV940;Binzart;Binzart;Binzart;Binzart;Binzart;Binzart;;Бизерта;;;X
PROV941;Baga;Baga;Baga;Baga;Baga;Baga;;Табарка;;;X
PROV942;Constantine;Constantine;Constantine;Constantine;Constantine;Constantine;;Бон;;;X
PROV943;Batna;Batna;Batna;Batna;Batna;Batna;;Константина;;;X
PROV944;Djelfa;Djelfa;Djelfa;Djelfa;Djelfa;Djelfa;;Сетиф;;;X
PROV945;Bone;Bone;Bone;Bone;Bone;Bone;;Филиппвиль;;;X
PROV946;Bougie;Bougie;Bougie;Bougie;Bougie;Bougie;;Бужи;;;X
PROV947;Tiaret;Tiaret;Tiaret;Tiaret;Tiaret;Tiaret;;Блида;;;X
PROV948;El Oued;El Oued;El Oued;El Oued;El Oued;El Oued;;Маскара;;;X
PROV949;Alger;Alger;Alger;Alger;Alger;Alger;;Алжир;;;X
PROV950;Oran;Oran;Oran;Oran;Oran;Oran;;Мостаганем;;;X
PROV951;Ouargla;Ouargla;Ouargla;Ouargla;Ouargla;Ouargla;;Сиди-Бель-Аббес;;;X
PROV952;Gdames;Gdames;Gdames;Gdames;Gdames;Gdames;;Тлемсен;;;X
PROV953;Tlemcen;Tlemcen;Tlemcen;Tlemcen;Tlemcen;Tlemcen;;Оран;;;X
PROV954;Melilla;Melilla;Melilla;Melilla;Melilla;Melilla;;Мелилья;;;X
PROV955;Titwan;Titwan;Titwan;Titwan;Titwan;Titwan;;Вилья-Санхурхо;;;X
PROV956;Oujda;Oujda;Oujda;Oujda;Oujda;Oujda;;Уджда;;;X
PROV957;Ceuta;Ceuta;Ceuta;Ceuta;Ceuta;Ceuta;;Сеута;;;X
PROV958;ar-Ribat;ar-Ribat;ar-Ribat;ar-Ribat;ar-Ribat;ar-Ribat;;Касабланка;;;X
PROV959;Fas;Fas;Fas;Fas;Fas;Fas;;Марракеш;;;X
PROV960;Ad Dar al Bayda';Ad Dar al Bayda';Ad Dar al Bayda';Ad Dar al Bayda';Ad Dar al Bayda';Ad Dar al Bayda';;Могадор;;;X
PROV961;Segovia;Segovia;Segovia;Segovia;Segovia;Segovia;;Лансароте;;;X
PROV962;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;Salamanca;;Фуэртевентура;;;X
PROV963;Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;Las Palmas de Gran Canaria;;Гран-Канария;;;X
PROV964;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Santa Cruz de Tenerife;;Тенерифе;;;X
PROV965;Castelo Branco;Castelo Branco;Castelo Branco;Castelo Branco;Castelo Branco;Castelo Branco;;Пальма;;;X
PROV966;Murrakus;Murrakus;Murrakus;Murrakus;Murrakus;Murrakus;;Агадир;;;X
PROV967;Sidi Ifni;Sidi Ifni;Sidi Ifni;Sidi Ifni;Sidi Ifni;Sidi Ifni;;Ифни;;;X
PROV968;Warzazat;Warzazat;Warzazat;Warzazat;Warzazat;Warzazat;;Уэззан;;;X
PROV969;Ksar es-Souk;Ksar es-Souk;Ksar es-Souk;Ksar es-Souk;Ksar es-Souk;Ksar es-Souk;;Бу-Арфа;;;X
PROV970;Darmstadt;Darmstadt;Darmstadt;Darmstadt;Darmstadt;Darmstadt;;Жеривиль;;;X
PROV971;al-'Uyun;al-'Uyun;al-'Uyun;al-'Uyun;al-'Uyun;al-'Uyun;;Эль-Аюн;;;X
PROV972;ad-Dachla;ad-Dachla;ad-Dachla;ad-Dachla;ad-Dachla;ad-Dachla;;Вилья-Сиснерос;;;X
PROV973;Nawaksut;Nawaksut;Nawaksut;Nawaksut;Nawaksut;Nawaksut;;Порт-Этьенн;;;X
PROV974;Kifa;Kifa;Kifa;Kifa;Kifa;Kifa;;Форт-Гуро;;;X
PROV975;Maseru;Maseru;Maseru;Maseru;Maseru;Maseru;;Тауденни;;;X
PROV976;Gao;Gao;Gao;Gao;Gao;Gao;;Гао;;;X
PROV977;Tombouctou;Tombouctou;Tombouctou;Tombouctou;Tombouctou;Tombouctou;;Тимбукту;;;X
PROV978;Mopti;Mopti;Mopti;Mopti;Mopti;Mopti;;Мопти;;;X
PROV979;Sikasso;Sikasso;Sikasso;Sikasso;Sikasso;Sikasso;;Сегу;;;X
PROV980;Nioro du Sahel;Nioro du Sahel;Nioro du Sahel;Nioro du Sahel;Nioro du Sahel;Nioro du Sahel;;Ниоро;;;X
PROV981;Dakar;Dakar;Dakar;Dakar;Dakar;Dakar;;Дакар;;;X
PROV982;Bathurst;Bathurst;Bathurst;Bathurst;Bathurst;Bathurst;;Батерст;;;X
PROV983;Bissau;Bissau;Bissau;Bissau;Bissau;Bissau;;Бисау;;;X
PROV984;Ziguinchor;Ziguinchor;Ziguinchor;Ziguinchor;Ziguinchor;Ziguinchor;;Тамбакунда;;;X
PROV985;Kayes;Kayes;Kayes;Kayes;Kayes;Kayes;;Каес;;;X
PROV986;Sйgou;Sйgou;Sйgou;Sйgou;Sйgou;Sйgou;;Бамако;;;X
PROV987;Conakry;Conakry;Conakry;Conakry;Conakry;Conakry;;Конакри;;;X
PROV988;Freetown;Freetown;Freetown;Freetown;Freetown;Freetown;;Фритаун;;;X
PROV989;Konstanz;Konstanz;Konstanz;Konstanz;Konstanz;Konstanz;;Лабе;;;X
PROV990;Labй;Labй;Labй;Labй;Labй;Labй;;Сигири;;;X
PROV991;Kankan;Kankan;Kankan;Kankan;Kankan;Kankan;;Канкан;;;X
PROV992;Monrovia;Monrovia;Monrovia;Monrovia;Monrovia;Monrovia;;Монровия;;;X
PROV993;Abidjan;Abidjan;Abidjan;Abidjan;Abidjan;Abidjan;;Абиджан;;;X
PROV994;Bamako;Bamako;Bamako;Bamako;Bamako;Bamako;;Сикасо;;;X
PROV995;Yamoussoukro;Yamoussoukro;Yamoussoukro;Yamoussoukro;Yamoussoukro;Yamoussoukro;;Буаке;;;X
PROV996;Bobo-Dioulasso;Bobo-Dioulasso;Bobo-Dioulasso;Bobo-Dioulasso;Bobo-Dioulasso;Bobo-Dioulasso;;Бобо-Дьюласо;;;X
PROV997;Ouagadougou;Ouagadougou;Ouagadougou;Ouagadougou;Ouagadougou;Ouagadougou;;Уагадугу;;;X
PROV998;Say;Say;Say;Say;Say;Say;;Ниамей;;;X
PROV999;Sokoto;Sokoto;Sokoto;Sokoto;Sokoto;Sokoto;;Сокото;;;X
PROV1000;Tamale;Tamale;Tamale;Tamale;Tamale;Tamale;;Тамале;;;X
PROV1001;Ho;Ho;Ho;Ho;Ho;Ho;;Кумаси;;;X
PROV1002;Accra;Accra;Accra;Accra;Accra;Accra;;Аккра;;;X
PROV1003;Lomй;Lomй;Lomй;Lomй;Lomй;Lomй;;Ломе;;;X
PROV1004;Sokode;Sokode;Sokode;Sokode;Sokode;Sokode;;Бассар;;;X
PROV1005;Natitingou;Natitingou;Natitingou;Natitingou;Natitingou;Natitingou;;Параку;;;X
PROV1006;Cotonou;Cotonou;Cotonou;Cotonou;Cotonou;Cotonou;;Порто-Ново;;;X
PROV1007;Kaduna;Kaduna;Kaduna;Kaduna;Kaduna;Kaduna;;Ибадан;;;X
PROV1008;Lagos;Lagos;Lagos;Lagos;Lagos;Lagos;;Лагос;;;X
PROV1009;Kano;Kano;Kano;Kano;Kano;Kano;;Кадуна;;;X
PROV1010;Abuja;Abuja;Abuja;Abuja;Abuja;Abuja;;Онича;;;X
PROV1011;Port Harcourt;Port Harcourt;Port Harcourt;Port Harcourt;Port Harcourt;Port Harcourt;;Порт-Харкорт;;;X
PROV1012;Katsina-Ala;Katsina-Ala;Katsina-Ala;Katsina-Ala;Katsina-Ala;Katsina-Ala;;Гашака;;;X
PROV1013;Fort Laperrine;Fort Laperrine;Fort Laperrine;Fort Laperrine;Fort Laperrine;Fort Laperrine;;Эль-Уэд;;;X
PROV1014;Karlsruhe;Karlsruhe;Karlsruhe;Karlsruhe;Karlsruhe;Karlsruhe;;форт Лаперрен;;;X
PROV1015;Mainz;Mainz;Mainz;Mainz;Mainz;Mainz;;Гат;;;X
PROV1016;Koblenz;Koblenz;Koblenz;Koblenz;Koblenz;Koblenz;;Мурзук;;;X
PROV1017;al-Gauf;al-Gauf;al-Gauf;al-Gauf;al-Gauf;al-Gauf;;пустыня Каланшо;;;X
PROV1018;Trier;Trier;Trier;Trier;Trier;Trier;;Куфра;;;X
PROV1019;Nijmegen;Nijmegen;Nijmegen;Nijmegen;Nijmegen;Nijmegen;;Великая пустыня;;;X
PROV1020;Abu Sahara;Abu Sahara;Abu Sahara;Abu Sahara;Abu Sahara;Abu Sahara;;Сива;;;X
PROV1021;al-Farafra;al-Farafra;al-Farafra;al-Farafra;al-Farafra;al-Farafra;;Далла;;;X
PROV1022;Nancy;Nancy;Nancy;Nancy;Nancy;Nancy;;Западная пустыня;;;X
PROV1023;al-Minya;al-Minya;al-Minya;al-Minya;al-Minya;al-Minya;;Асьют;;;X
PROV1024;Asyut;Asyut;Asyut;Asyut;Asyut;Asyut;;Луксор;;;X
PROV1025;al-Uqsur;al-Uqsur;al-Uqsur;al-Uqsur;al-Uqsur;al-Uqsur;;Кусейр;;;X
PROV1026;Aswan;Aswan;Aswan;Aswan;Aswan;Aswan;;Асуан;;;X
PROV1027;al-Hariga;Al-Kharga;Al-Kharga;Al-Kharga;Al-Kharga;Al-Kharga;;Идфу;;;X
PROV1028;Wadi Halfa;Wadi Halfa;Wadi Halfa;Wadi Halfa;Wadi Halfa;Wadi Halfa;;Вади-Халфа;;;X
PROV1029;Dunqula;Dunqula;Dunqula;Dunqula;Dunqula;Dunqula;;Донгола;;;X
PROV1030;Bur Sudan;Bur Sudan;Bur Sudan;Bur Sudan;Bur Sudan;Bur Sudan;;Порт-Судан;;;X
PROV1031;Kassala;Kassala;Kassala;Kassala;Kassala;Kassala;;Атбара;;;X
PROV1032;Umm Durman;Umm Durman;Umm Durman;Umm Durman;Umm Durman;Umm Durman;;Омдурман;;;X
PROV1033;Mussuwa';Mussuwa';Mussuwa';Mussuwa';Mussuwa';Mussuwa';;Массауа;;;X
PROV1034;Tarfaya;Tarfaya;Tarfaya;Tarfaya;Tarfaya;Tarfaya;;Оббия;;;X
PROV1035;Hargaysa;Hargaysa;Hargaysa;Hargaysa;Hargaysa;Hargaysa;;Бербера;;;X
PROV1036;Funchal;Funchal;Funchal;Funchal;Funchal;Funchal;;Зейла;;;X
PROV1037;Gibuti;Gibuti;Gibuti;Gibuti;Gibuti;Gibuti;;Джибути;;;X
PROV1038;Asab';Asab';Asab';Asab';Asab';Asab';;Ассаб;;;X
PROV1039;Asmara;Asmara;Asmara;Asmara;Asmara;Asmara;;Асмара;;;X
PROV1040;al-Qadarif;al-Qadarif;al-Qadarif;al-Qadarif;al-Qadarif;al-Qadarif;;Кассала;;;X
PROV1041;Sannar;Sannar;Sannar;Sannar;Sannar;Sannar;;Галлабат;;;X
PROV1042;Bahir Dar;Bahir Dar;Bahir Dar;Bahir Dar;Bahir Dar;Bahir Dar;;Гондар;;;X
PROV1043;Gonder;Gonder;Gonder;Gonder;Gonder;Gonder;;Дэссе;;;X
PROV1044;Dessie;Dessie;Dessie;Dessie;Dessie;Dessie;;Дэбрэ-Маркос;;;X
PROV1045;Jimma;Jimma;Jimma;Jimma;Jimma;Jimma;;Гамбела;;;X
PROV1046;Addis Abдba;Addis Abдba;Addis Abдba;Addis Abдba;Addis Abдba;Addis Abдba;;Аддис-Абеба;;;X
PROV1047;Bussa;Bussa;Bussa;Bussa;Bussa;Bussa;;Джимма;;;X
PROV1048;Mek'ele;Mek'ele;Mek'ele;Mek'ele;Mek'ele;Mek'ele;;Адуа;;;X
PROV1049;Abala;Abala;Abala;Abala;Abala;Abala;;Данакиль;;;X
PROV1050;Dire Dabbe;Dire Dabbe;Dire Dabbe;Dire Dabbe;Dire Dabbe;Dire Dabbe;;Дыре-Дауа;;;X
PROV1051;Harar;Harar;Harar;Harar;Harar;Harar;;Харар;;;X
PROV1052;Dilla;Dilla;Dilla;Dilla;Dilla;Dilla;;Гинир;;;X
PROV1053;Dooloow;Dooloow;Dooloow;Dooloow;Dooloow;Dooloow;;Мояле;;;X
PROV1054;Kelafo;Kelafo;Kelafo;Kelafo;Kelafo;Kelafo;;Огаден;;;X
PROV1055;Baydhabo;Baydhabo;Baydhabo;Baydhabo;Baydhabo;Baydhabo;;Бардера;;;X
PROV1056;Muqdisho;Muqdisho;Muqdisho;Muqdisho;Muqdisho;Muqdisho;;Могадишо;;;X
PROV1057;Zajecar;Zajecar;Zajecar;Zajecar;Zajecar;Zajecar;;;;;X
PROV1058;Kismaayo;Kismaayo;Kismaayo;Kismaayo;Kismaayo;Kismaayo;;Кисмайо;;;X
PROV1059;Nakuru;Nakuru;Nakuru;Nakuru;Nakuru;Nakuru;;Марсабит;;;X
PROV1060;Nairobi;Nairobi;Nairobi;Nairobi;Nairobi;Nairobi;;Найроби;;;X
PROV1061;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;Mombasa;;Момбаса;;;X
PROV1062;Mwanza;Mwanza;Mwanza;Mwanza;Mwanza;Mwanza;;Ceskй Budejovice;;;X
PROV1063;Kigali;Kigali;Kigali;Kigali;Kigali;Kigali;;Кигали;;;X
PROV1064;Kampala;Kampala;Kampala;Kampala;Kampala;Kampala;;Энтеббе;;;X
PROV1065;Guba;Guba;Guba;Guba;Guba;Guba;;Малакаль;;;X
PROV1066;al-Hartum;al-Hartum;al-Hartum;al-Hartum;al-Hartum;al-Hartum;;Хартум;;;X
PROV1067;al-Ubayyid;al-Ubayyid;al-Ubayyid;al-Ubayyid;al-Ubayyid;al-Ubayyid;;Эль-Атрун;;;X
PROV1068;Niyala;Niyala;Niyala;Niyala;Niyala;Niyala;;Эль-Обейд;;;X
PROV1069;Waw;Waw;Waw;Waw;Waw;Waw;;Вау;;;X
PROV1070;Bambari;Bambari;Bambari;Bambari;Bambari;Bambari;;Бангасу;;;X
PROV1071;Stanleyville;Stanleyville;Stanleyville;Stanleyville;Stanleyville;Stanleyville;;Стэнливиль;;;X
PROV1072;Bondo;Bondo;Bondo;Bondo;Bondo;Bondo;;Бута;;;X
PROV1073;Costermansville;Costermansville;Costermansville;Costermansville;Costermansville;Costermansville;;Костерманвиль;;;X
PROV1074;Coquilhatville;Coquilhatville;Coquilhatville;Coquilhatville;Coquilhatville;Coquilhatville;;Кокийявиль;;;X
PROV1075;Brazzaville;Brazzaville;Brazzaville;Brazzaville;Brazzaville;Brazzaville;;Браззавиль;;;X
PROV1076;Ouйsso;Ouйsso;Ouйsso;Ouйsso;Ouйsso;Ouйsso;;Импфондо;;;X
PROV1077;Ebolowa;Ebolowa;Ebolowa;Ebolowa;Ebolowa;Ebolowa;;Яунде;;;X
PROV1078;Bangui;Bangui;Bangui;Bangui;Bangui;Bangui;;Банги;;;X
PROV1079;Moundou;Moundou;Moundou;Moundou;Moundou;Moundou;;Форт-Аршамбо;;;X
PROV1080;Fort-Lamy;Fort-Lamy;Fort-Lamy;Fort-Lamy;Fort-Lamy;Fort-Lamy;;Форт-Лами;;;X
PROV1081;Largeau;Largeau;Largeau;Largeau;Largeau;Largeau;;Файя-Ларго;;;X
PROV1082;Maastricht;Maastricht;Maastricht;Maastricht;Maastricht;Maastricht;;Тибести;;;X
PROV1083;Zinder;Zinder;Zinder;Zinder;Zinder;Zinder;;Агадес;;;X
PROV1084;Niamey;Niamey;Niamey;Niamey;Niamey;Niamey;;Зиндер;;;X
PROV1085;Ibadan;Ibadan;Ibadan;Ibadan;Ibadan;Ibadan;;Майдугури;;;X
PROV1086;Maroua;Maroua;Maroua;Maroua;Maroua;Maroua;;Маруа;;;X
PROV1087;Ngaoundйrй;Ngaoundйrй;Ngaoundйrй;Ngaoundйrй;Ngaoundйrй;Ngaoundйrй;;Нгаундере;;;X
PROV1088;Bertoua;Bertoua;Bertoua;Bertoua;Bertoua;Bertoua;;Нконгсамба;;;X
PROV1089;Douala;Douala;Douala;Douala;Douala;Douala;;Дуала;;;X
PROV1090;Sгo Tomй;Sгo Tomй;Sгo Tomй;Sгo Tomй;Sгo Tomй;Sгo Tomй;;Сан-Томе;;;X
PROV1091;Bata;Bata;Bata;Bata;Bata;Bata;;Бата;;;X
PROV1092;Franceville;Franceville;Franceville;Franceville;Franceville;Franceville;;Либревиль;;;X
PROV1093;Libreville;Libreville;Libreville;Libreville;Libreville;Libreville;;Пуэнт-Нуар;;;X
PROV1094;Cabinda;Cabinda;Cabinda;Cabinda;Cabinda;Cabinda;;Кабинда;;;X
PROV1095;Boma;Boma;Boma;Boma;Boma;Boma;;Банана;;;X
PROV1096;Luanda;Luanda;Luanda;Luanda;Luanda;Luanda;;Луанда;;;X
PROV1097;Henrique de Carvalho;Henrique de Carvalho;Henrique de Carvalho;Henrique de Carvalho;Henrique de Carvalho;Henrique de Carvalho;;Вила-Энрике-де-Карвалью;;;X
PROV1098;Lйopoldville;Lйopoldville;Lйopoldville;Lйopoldville;Lйopoldville;Lйopoldville;;Лулуабург;;;X
PROV1099;Livingstone;Livingstone;Livingstone;Livingstone;Livingstone;Livingstone;;Монгу;;;X
PROV1100;Nova Lisboa;Nova Lisboa;Nova Lisboa;Nova Lisboa;Nova Lisboa;Nova Lisboa;;Новый Лиссабон;;;X
PROV1101;Lobito;Lobito;Lobito;Lobito;Lobito;Lobito;;Бенгуэла;;;X
PROV1102;Moзвmedes;Moзвmedes;Moзвmedes;Moзвmedes;Moзвmedes;Moзвmedes;;Моссамедес;;;X
PROV1103;Sa da Bandeira;Sa da Bandeira;Sa da Bandeira;Sa da Bandeira;Sa da Bandeira;Sa da Bandeira;;Вила-Перейра-де-Эса;;;X
PROV1104;Sioma;Sioma;Sioma;Sioma;Sioma;Sioma;;Калабо;;;X
PROV1105;Maun;Maun;Maun;Maun;Maun;Maun;;Маун;;;X
PROV1106;Katima Mulilo;Katima Mulilo;Katima Mulilo;Katima Mulilo;Katima Mulilo;Katima Mulilo;;Гротфонтейн;;;X
PROV1107;Rundu;Rundu;Rundu;Rundu;Rundu;Rundu;;Ондангва;;;X
PROV1108;Otjiwarongo;Otjiwarongo;Otjiwarongo;Otjiwarongo;Otjiwarongo;Otjiwarongo;;Уолфиш-Бей;;;X
PROV1109;Lьderitz;Lьderitz;Lьderitz;Lьderitz;Lьderitz;Lьderitz;;Людериц;;;X
PROV1110;Windhoek;Windhoek;Windhoek;Windhoek;Windhoek;Windhoek;;Виндхук;;;X
PROV1111;Francistown;Francistown;Francistown;Francistown;Francistown;Francistown;;Фрэнсистаун;;;X
PROV1112;Gaberones;Gaberones;Gaberones;Gaberones;Gaberones;Gaberones;;Габеронес;;;X
PROV1113;Kimberley;Kimberley;Kimberley;Kimberley;Kimberley;Kimberley;;Мафекинг;;;X
PROV1114;Bloemfontein;Bloemfontein;Bloemfontein;Bloemfontein;Bloemfontein;Bloemfontein;;Кимберли;;;X
PROV1115;De Aar;De Aar;De Aar;De Aar;De Aar;De Aar;;Порт-Ноллот;;;X
PROV1116;Cape Town;Cape Town;Cape Town;Cape Town;Cape Town;Cape Town;;Кейптаун;;;X
PROV1117;Port Elizabeth;Port Elizabeth;Port Elizabeth;Port Elizabeth;Port Elizabeth;Port Elizabeth;;Порт-Элизабет;;;X
PROV1118;Durban;Durban;Durban;Durban;Durban;Durban;;Ист-Лондон;;;X
PROV1119;Pretoria;Pretoria;Pretoria;Pretoria;Pretoria;Pretoria;;Дурбан;;;X
PROV1120;Johannesburg;Johannesburg;Johannesburg;Johannesburg;Johannesburg;Johannesburg;;Иоганнесбург;;;X
PROV1121;Tiznit;Tiznit;Tiznit;Tiznit;Tiznit;Tiznit;;Претория;;;X
PROV1122;Lourenзo Marques;Lourenзo Marques;Lourenзo Marques;Lourenзo Marques;Lourenзo Marques;Lourenзo Marques;;Лоренцо-Маркес;;;X
PROV1123;Maxixe;Maxixe;Maxixe;Maxixe;Maxixe;Maxixe;;Иньямбане;;;X
PROV1124;Bulawayo;Bulawayo;Bulawayo;Bulawayo;Bulawayo;Bulawayo;;Булавайо;;;X
PROV1125;Salisbury;Salisbury;Salisbury;Salisbury;Salisbury;Salisbury;;Солсбери;;;X
PROV1126;Buйa;Buйa;Buйa;Buйa;Buйa;Buйa;;Лусака;;;X
PROV1127;Kolwezi;Kolwezi;Kolwezi;Kolwezi;Kolwezi;Kolwezi;;Элизабетвиль;;;X
PROV1128;Kasama;Kasama;Kasama;Kasama;Kasama;Kasama;;Мпика;;;X
PROV1129;Lusaka;Lusaka;Lusaka;Lusaka;Lusaka;Lusaka;;Ндола;;;X
PROV1130;Beira;Beira;Beira;Beira;Beira;Beira;;Бейра;;;X
PROV1131;Muchena;Muchena;Muchena;Muchena;Muchena;Muchena;;Тете;;;X
PROV1132;Blantyre;Blantyre;Blantyre;Blantyre;Blantyre;Blantyre;;Зомба;;;X
PROV1133;Nampula;Nampula;Nampula;Nampula;Nampula;Nampula;;Келимане;;;X
PROV1134;Tananarive;Tananarive;Tananarive;Tananarive;Tananarive;Tananarive;;Фианаранцоа;;;X
PROV1135;Saint Denis de la Rйunion;Saint Denis de la Rйunion;Saint Denis de la Rйunion;Saint Denis de la Rйunion;Saint Denis de la Rйunion;Saint Denis de la Rйunion;;Реюньон;;;X
PROV1136;Port Louis;Port Louis;Port Louis;Port Louis;Port Louis;Port Louis;;Маврикий;;;X
PROV1137;Toamasina;Toamasina;Toamasina;Toamasina;Toamasina;Toamasina;;Тананариве;;;X
PROV1138;Porto Amйlia;Porto Amйlia;Porto Amйlia;Porto Amйlia;Porto Amйlia;Porto Amйlia;;Вила-Кабрал;;;X
PROV1139;Mbeya;Mbeya;Mbeya;Mbeya;Mbeya;Mbeya;;Линди;;;X
PROV1140;Dar es Salaam;Dar es Salaam;Dar es Salaam;Dar es Salaam;Dar es Salaam;Dar es Salaam;;Дар-эс-Салам;;;X
PROV1141;Morogoro;Morogoro;Morogoro;Morogoro;Morogoro;Morogoro;;Танга;;;X
PROV1142;Kikwit;Kikwit;Kikwit;Kikwit;Kikwit;Kikwit;;Леопольдвиль;;;X
PROV1143;Bakwanga;Bakwanga;Bakwanga;Bakwanga;Bakwanga;Bakwanga;;Кинду;;;X
PROV1144;Йlisabethville;Йlisabethville;Йlisabethville;Йlisabethville;Йlisabethville;Йlisabethville;;Альбертвиль;;;X
PROV1145;Maiduguri;Maiduguri;Maiduguri;Maiduguri;Maiduguri;Maiduguri;;Кано;;;X
PROV1146;Praia;Praia;Praia;Praia;Praia;Praia;;о-ва Зелёного мыса;;;X
PROV1147;Georgetown - Ascension;Georgetown - Ascension;Georgetown - Ascension;Georgetown - Ascension;Georgetown - Ascension;Georgetown - Ascension;;о-в Вознесения;;;X
PROV1148;Jamestown - Saint Helena;Jamestown - Saint Helena;Jamestown - Saint Helena;Jamestown - Saint Helena;Jamestown - Saint Helena;Jamestown - Saint Helena;;о-в Св. Елены;;;X
PROV1149;Tsxinvali;Tsxinvali;Tsxinvali;Tsxinvali;Tsxinvali;Tsxinvali;;Воркута;;;X
PROV1150;Sterlitamak;Sterlitamak;Sterlitamak;Sterlitamak;Sterlitamak;Sterlitamak;;Оса;;;X
PROV1151;Elista;Elista;Elista;Elista;Elista;Elista;;Молотов;;;X
PROV1152;Dnipropetrovs'k;Dnipropetrovs'k;Dnipropetrovs'k;Dnipropetrovs'k;Dnipropetrovs'k;Dnipropetrovs'k;;Сторожевск;;;X
PROV1153;Barysau;Barysau;Barysau;Barysau;Barysau;Barysau;;Троицко-Печорск;;;X
PROV1154;Uman';Uman';Uman';Uman';Uman';Uman';;Салехард;;;X
PROV1155;Solnecnogorsk;Solnecnogorsk;Solnecnogorsk;Solnecnogorsk;Solnecnogorsk;Solnecnogorsk;;Хальмер-Седэ;;;X
PROV1156;Vel'sk;Vel'sk;Vel'sk;Vel'sk;Vel'sk;Vel'sk;;Дудинка;;;X
PROV1157;Cбdiz;Cбdiz;Cбdiz;Cбdiz;Cбdiz;Cбdiz;;Хатанга;;;X
PROV1158;Eskisehir;Eskisehir;Eskisehir;Eskisehir;Eskisehir;Eskisehir;;Саскылах;;;X
PROV1159;Antakya;Antakya;Antakya;Antakya;Antakya;Antakya;;Среднеколымск;;;X
PROV1160;Truro;Truro;Truro;Truro;Truro;Truro;;Жиганск;;;X
PROV1161;Albacete;Albacete;Albacete;Albacete;Albacete;Albacete;;Нюрба;;;X
PROV1162;Cuenca;Cuenca;Cuenca;Cuenca;Cuenca;Cuenca;;Ербогачен;;;X
PROV1163;Йvora;Йvora;Йvora;Йvora;Йvora;Йvora;;Якутск;;;X
PROV1164;Lincoln;Lincoln;Lincoln;Lincoln;Lincoln;Lincoln;;Хандыга;;;X
PROV1165;Lerwick;Lerwick;Lerwick;Lerwick;Lerwick;Lerwick;;Верхоянск;;;X
PROV1166;Edinburgh;Edinburgh;Edinburgh;Edinburgh;Edinburgh;Edinburgh;;Певек;;;X
PROV1167;Magadan;Magadan;Magadan;Magadan;Magadan;Magadan;;Эвенск;;;X
PROV1168;Pirot;Pirot;Pirot;Pirot;Pirot;Pirot;;;;;X
PROV1169;Tetovo;Tetovo;Tetovo;Tetovo;Tetovo;Tetovo;;;;;X
PROV1170;Novo-Mariinsk;Novo-Mariinsk;Novo-Mariinsk;Novo-Mariinsk;Novo-Mariinsk;Novo-Mariinsk;;Анадырь;;;X
PROV1171;Palana;Palana;Palana;Palana;Palana;Palana;;Палана;;;X
PROV1172;Petropavlovsk-Kamcatskij;Petropavlovsk-Kamcatskij;Petropavlovsk-Kamcatskij;Petropavlovsk-Kamcatskij;Petropavlovsk-Kamcatskij;Petropavlovsk-Kamcatskij;;Петропавловск-Камчатский;;;X
PROV1173;Cernauti;Cernauti;Cernauti;Cernauti;Cernauti;Cernauti;;;;;X
PROV1174;Kobe-shi;Kobe-shi;Kobe-shi;Kobe-shi;Kobe-shi;Kobe-shi;;Парамушир;;;X
